연도,관련 나라,사건 이름,요약,영향 (한 줄에 하나: 누가 → 누구에게: 설명),분류,출처
648,"신라, 당",나당 동맹,김춘추가 당에 건너가 군사 동맹을 맺었다.,"신라 → 당: 김춘추의 외교
당 → 신라: 군사 동맹 약속",외교,『삼국사기』 신라본기 진덕왕 2년
